id,title,brand,reference,price_raw,price,price_original_raw,price_original,discount_percent,url,image_small,image_large,description,promo_type,scrape_date
,Rouge a lèvre instyle mat pt155 013 - Topface,Topface,8681217236110,"20,800 TND",20.8,,,0.0,https://cosmetique.tn/rouges-a-levres/2000-rouge-a-levre-instyle-mat-topface-013-pt155.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17000-thickbox_default/rouge-a-levre-instyle-mat-topface-013-pt155.jpg,"L'huile de coco dans son contenu; Tout en aidant à hydrater et nourrir les lèvres, sa texture douce offre un confort de libération facile. Avec une pigmentation maximale des couleurs, il offre une couverture parfaite sur vos lèvres sans entrer dans les ridules. Il propose 16 alternatives de couleurs tendance avec sa formule mate en poudre adaptée au...",Standard,2025-11-24
,Mascara Teinté Emerald Lashes - Hean,Hean,5907474498515,"22,000 TND",22.0,,,0.0,https://cosmetique.tn/les-mascaras/9372-hean-mascara-teinte-blue-lagoon.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21867-thickbox_default/hean-mascara-teinte-blue-lagoon.jpg,"Mascara coloré par Hean.

Accentuez votre regard et ajoutez une touche de couleur à vos cils avec ce mascara coloré.
Ce mascara est formulé pour épaissir et allonger les cils de la racine à la pointe.
Sa brosse en silicone recouvre tous les cils et les maintient définis sans les alourdir.
Il est parfait pour le maquillage quotidien des yeux et fera...",Standard,2025-11-24
,Eyebrow Shaper Wax Argan Oil - Lollis,Lollis,8681546111324,"21,000 TND",21.0,,,0.0,https://cosmetique.tn/gel-sourcils/9366-lollis-eyebrow-shaper-wax.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21849-thickbox_default/lollis-eyebrow-shaper-wax.jpg,"Le LOLLIS Eyebrow Shaper Wax est une cire facile à appliquer, conçue pour discipliner, styliser et définir les sourcils avec un fini naturel et soigné. Elle offre une tenue durable et convient à tous les types de sourcils, tout en apportant soin et hydratation.",Standard,2025-11-24
,Faux ongles impress Press-on Pedicure Nails IMT22X - Enjoy Today - kiss new york,Kiss New York Professional,731509896053,"38,000 TND",38.0,,,0.0,https://cosmetique.tn/faux-ongles/9265-faux-ongles-impress-press-on-pedicure-nails-imt22x-enjoy-today-kiss-new-york.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21678-thickbox_default/faux-ongles-impress-press-on-pedicure-nails-imt22x-enjoy-today-kiss-new-york.jpg,"KISS IMPRESS Press-on Manucure en NOUVELLE PETITE TAILLE, s'adapte aux ongles plus petits plus confortablement qu'IMPRESS normal",Standard,2025-11-24
,Faux ongles impress Press-on Pedicure Nails IMT01Y2 - Be Hopeful - kiss new york,Kiss New York Professional,731509901870,"38,000 TND",38.0,,,0.0,https://cosmetique.tn/faux-ongles/9264-faux-ongles-impress-press-on-pedicure-nails-imt01y2-be-hopeful-kiss-new-york.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/21674-thickbox_default/faux-ongles-impress-press-on-pedicure-nails-imt01y2-be-hopeful-kiss-new-york.jpg,"KISS IMPRESS Press-on Manucure en NOUVELLE PETITE TAILLE, s'adapte aux ongles plus petits plus confortablement qu'IMPRESS normal",Standard,2025-11-24
,Titania ciseaux à ongles 1050/N violet,TITANIA,4008576395885,"25,000 TND",25.0,,,0.0,https://cosmetique.tn/accessoires-et-deco-ongles/8456-titania-ciseaux-a-ongles-1050n-violet-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20046-thickbox_default/titania-ciseaux-a-ongles-1050n-violet-.jpg,"Ciseaux à Ongles Titania Violet
Les ciseaux à ongles de fabrication allemande avec une tête pointue sont fabriqués en acier inoxydable de la plus haute qualité.",Standard,2025-11-24
,Pack de 3 lames sourcil MM - Fashion plus,fashion plus,6971667824879,"6,000 TND",6.0,,,0.0,https://cosmetique.tn/pince-a-epiler/7551-pack-de-3-lames-sourcil-fashion-plus.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/20151-thickbox_default/pack-de-3-lames-sourcil-fashion-plus.jpg,"Filet de sécurité, soyez sûr et facile à utiliser.Avec couvercle de sécurité, protégeant la lame et empêchant les rayures de la peau.Bon article pour un usage quotidien.Créez des sourcils parfaitement formés.",Standard,2025-11-24
,Rouge a lèvre instyle mat pt155 018 - Topface,Topface,8681217238619,"20,800 TND",20.8,,,0.0,https://cosmetique.tn/rouges-a-levres/6910-rouge-a-levre-instyle-mat-pt155-018-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22510-thickbox_default/rouge-a-levre-instyle-mat-pt155-018-topface.jpg,"L'huile de coco dans son contenu; Tout en aidant à hydrater et nourrir les lèvres, sa texture douce offre un confort de libération facile. Avec une pigmentation maximale des couleurs, il offre une couverture parfaite sur vos lèvres sans entrer dans les ridules. Il propose 16 alternatives de couleurs tendance avec sa formule mate en poudre adaptée au...",Standard,2025-11-24
,Faux ongles impress Yolo KIMC022C - Kiss new york,Kiss New York Professional,731509837612,"27,450 TND",27.45,,,0.0,https://cosmetique.tn/faux-ongles/6836-ongles-impress-press-on-manicure-baby-why-so-blue-kimc015c-kiss-new-york.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16869-thickbox_default/ongles-impress-press-on-manicure-baby-why-so-blue-kimc015c-kiss-new-york.jpg,"Gel manucure en quelques minutes !, fin mais plus fort. 
  Ne nécessite pas de temps de séchage 
  Appuyez simplement et partez 
  Confortable et sûr pour une apparence naturellement impeccable. 
  La colle Super Hold brevetée permet un collage facile.
  Facile à enlever.
  Comprend 30 clous, une lime, un bâton en bois et une lingette de préparation.",Standard,2025-11-24
,Sensitive Stylo Lipstick Moonstone PT157- 001 -Topface,Topface,8681217249424,"16,000 TND",16.0,,,0.0,https://cosmetique.tn/rouges-a-levres/6067-sensitive-stylo-lipstick-moonstone-pt157-001-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/14970-thickbox_default/sensitive-stylo-lipstick-moonstone-pt157-001-topface.jpg,"TopFace Stylo Lipstick Naturel Look avec sa structure brillante contenant un pigment de couleur intense, il offre une couverture lisse à vos lèvres en un seul geste. Le scalène dans son contenu aide à soigner les ridules tout en hydratant en profondeur vos lèvres. Convient aux lèvres sèches et sensibles.Ce rouge à lèvres est l'alliance parfaite de la...",Standard,2025-11-24
,Colle à applique au pinceau pour faux cils noir-donna,DONNA,0000000000293,"15,000 TND",15.0,,,0.0,https://cosmetique.tn/faux-cils/5537-colle-a-applique-au-pinceau-pour-faux-cils-noir-donna.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/16710-thickbox_default/colle-a-applique-au-pinceau-pour-faux-cils-noir-donna.jpg,"Donna Striplash Adhesive est un adhésif pour faux-cils à base de latex, formulé pour une utilisation longue durée avec des bandes de cils, et peut également être utilisé avec des faux-cils individuels.Donna Striplash Adhesive prend une teinte foncée après séchage et se fond avec les eye-liners foncés.
Contient les vitamines A, C et E.
.",Standard,2025-11-24
,Mat affair rouge à lèvres liquide n°006- bellaoggi,Bellaoggi,8028997052361,"27,647 TND",27.647,,,0.0,https://cosmetique.tn/gloss-a-levres/5378-mat-affair-rouge-a-levres-liquide-firstkiss-006-bellaoggi.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/12859-thickbox_default/mat-affair-rouge-a-levres-liquide-firstkiss-006-bellaoggi.jpg,"COMPROMIS DE SENSUALITÉ ZÉRO HAUTE DÉFINITION. 
Le rouge à lèvres liquide qui écrit comme une encre avec une sensation de poids nul. 
Confort léger et tenue extrême. 
Il enveloppe les lèvres d'une couleur pleine et intense. Sa texture crémeuse assure une application douce et un effet velouté. 

Sèche en peu de temps et garantit une tenue extrême.
CONSEILS...",Standard,2025-11-24
,Portofino sunset gold n°002  - bellaoggi,Bellaoggi,8028997070709,"42,000 TND",42.0,,,0.0,https://cosmetique.tn/poudres-bronzantes/5226-poudre-bronzante-portofino-gold-002-sunset-bellaoggi.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/12385-thickbox_default/poudre-bronzante-portofino-gold-002-sunset-bellaoggi.jpg,Portofino Sunset est la toute nouvelle terre bronzante et ultra légère qui recouvre la peau d'une brillance bronzée dorée. Sa texture soyeuse au fini naturel et lumineux ensoleillé donne un teint naturel avec un effet peau bronzée.Portofino Sunset est disponible en deux couleurs pour donner de la couleur à tous les teints et un effet naturellement bronzé....,Standard,2025-11-24
,Feel true fond de teint poudre caramel n°004 -bellaoggi,Bellaoggi,8028997037979,"38,450 TND",38.45,,,0.0,https://cosmetique.tn/poudres-maquillage/5223-fond-de-teint-feel-true-poudre-caramel-004-bellaoggi.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/12380-thickbox_default/fond-de-teint-feel-true-poudre-caramel-004-bellaoggi.jpg,Une crème douce qui devient légèrement poussiéreuse lors de l'application. La texture ultra fondante glisse facilement caressant la peau dans une application agréable et sensorielle. Un confort exceptionnel allié à une couverture modulable grâce à la formule constructible Un toucher agréable et soyeux qui donne un aspect lisse et lumineux.CONSEILS DE...,Standard,2025-11-24
,Feel true fond de teint poudre ivoire n°002 -bellaoggi,Bellaoggi,8028997037955,"38,450 TND",38.45,,,0.0,https://cosmetique.tn/poudres-maquillage/5222-fond-de-teint-feel-true-poudre-ivoire-002-bellaoggi.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/12378-thickbox_default/fond-de-teint-feel-true-poudre-ivoire-002-bellaoggi.jpg,Une crème douce qui devient légèrement poussiéreuse lors de l'application. La texture ultra fondante glisse facilement caressant la peau dans une application agréable et sensorielle. Un confort exceptionnel allié à une couverture modulable grâce à la formule constructible Un toucher agréable et soyeux qui donne un aspect lisse et lumineux.CONSEILS DE...,Standard,2025-11-24
,Fond de teint poudre instyle wet & dry powder pt261 005 - topface,Topface,8681217220539,"25,000 TND",25.0,,,0.0,https://cosmetique.tn/poudres-maquillage/4993-fond-de-teint-poudre-instyle-wet-dry-powder-pt261-005-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/11821-thickbox_default/fond-de-teint-poudre-instyle-wet-dry-powder-pt261-005-topface.jpg,"Fond de teint Poudre Instyle Wet & Dry Powder PT261 - Topface
Grâce à sa formulation spécialement développée pour les applications humides et sèches, elle rend votre peau fraîche et sans défaut toute la journée. Contient de l'huile de camélia qui hydrate votre peau.

Comment utilisé :
Avec une éponge humide ou un pinceau de maquillage, il offre un...",Standard,2025-11-24
,Skin editor matte longlasting foundation topface pt465 005 - topface,Topface,8681217229143,"34,000 TND",34.0,,,0.0,https://cosmetique.tn/fonds-de-teint/4936-skin-editor-matte-longlasting-foundation-topface-pt465-005-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/11588-thickbox_default/skin-editor-matte-longlasting-foundation-topface-pt465-005-topface.jpg,"Skin Editor Matte Longlasting Foundation TopFace PT465 - Topface
Sa structure parfaite, facilement répartie sur la peau, lui donne un aspect mat et velouté. Il peut être intégré à votre peau sans créer une sensation de lourdeur, qui peut être augmentée de moyenne à élevée.Les minéraux riches dans son contenu aident à minimiser l'apparence des ridules.
Les...",Standard,2025-11-24
,Instyle skin twin cover foundatin spf20 pt464 -004-topface,Topface,8681217228979,"34,000 TND",34.0,,,0.0,https://cosmetique.tn/fonds-de-teint/4930-instyle-skin-twin-cover-foundatin-spf20-pt464-004-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/11566-thickbox_default/instyle-skin-twin-cover-foundatin-spf20-pt464-004-topface.jpg,"Il offre une finition satinée et soyeuse. Bien que son contenu riche en taurine à base de plantes aide votre peau à protéger l'équilibre hydrique tout au long de la journée, il permet également de minimiser l'apparence des rides minces. De cette façon, il vous fait découvrir un excellent maquillage. Le facteur de protection SPF 20 aide à protéger votre...",Standard,2025-11-24
,Fond de teint bb skin editor matte finish pt462 004 - topface,Topface,8681217226142,"26,900 TND",26.9,,,0.0,https://cosmetique.tn/fonds-de-teint/4857-fond-de-teint-bb-skin-editor-matte-finish-pt462-004-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/11315-thickbox_default/fond-de-teint-bb-skin-editor-matte-finish-pt462-004-topface.jpg,"Fond de teint BB Skin Editor Matte Finish
Il offre jusqu'à 12 heures de texture permanente et légèrement soyeuse et un contenu enrichi en taurine végétale en 7 caractéristiques différentes.
- rafraîchit la peau
- corrige les inégalités cutanées
- Donne un aspect énergique et vibrant à la peau
- minimise l'apparence des pores
- offre un fini velours mat
-...",Standard,2025-11-24
,Faux ongles impress press-on manicure rose pétale kimc005c - kiss new york,Kiss New York Professional,731509837445,"29,000 TND",29.0,,,0.0,https://cosmetique.tn/faux-ongles/4612-faux-ongles-impress-press-on-manicure-rose-petale-kimc005-kiss-new-york.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/10461-thickbox_default/faux-ongles-impress-press-on-manicure-rose-petale-kimc005-kiss-new-york.jpg,"Gel manucure en quelques minutes !, fin mais plus fort. 
  Ne nécessite pas de temps de séchage 
  Appuyez simplement et partez 
  Confortable et sûr pour une apparence naturellement impeccable. 
  La colle Super Hold brevetée permet un collage facile.
  Facile à enlever.
  Comprend 30 clous, une lime, un bâton en bois et une lingette de préparation.",Standard,2025-11-24
,Pinceau à poudre professionnel silver,Cosmetique,0000000000239,"19,800 TND",19.8,,,0.0,https://cosmetique.tn/pinceaux/4355-pinceau-a-poudre-professionnel-silver.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/9873-thickbox_default/pinceau-a-poudre-professionnel-silver.jpg,"Ce pinceau doux, aux poils synthétiques de haute qualité, prélève parfaitement la poudre et vous permet une application uniforme sur le visage, le cou et le décolleté. Grâce à sa forme arrondie, vous pouvez facilement répartir, travailler et mélanger toutes les poudres libres ou compactes.Caractéristiques du produit :    Haute qualité    Des poils longs,...",Standard,2025-11-24
,Instyle extreme matte lip paint pt206-016 -topface,Topface,8681217229679,"22,000 TND",22.0,,,0.0,https://cosmetique.tn/gloss-a-levres/4233-instyle-extreme-matte-lip-paint-pt206-016-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19136-thickbox_default/instyle-extreme-matte-lip-paint-pt206-016-topface.jpg,"Couleur intense ultra longue tenue - Contient de la Vitamine E et de l’huile de Macadamia
Ne tiraille pas les lèvres
Grâce à ce Lipstick Mat à la texture fluide, vous profiterez d’une couleur 100% mate et opaque garantie sans transfert.
Sa formule à la pigmentation intense contient en prime des actifs nourrissants (vitamine E et extraits de noix de...",Standard,2025-11-24
,Instyle extreme matte lip paint pt206-002 -topface,Topface,8681217225169,"22,000 TND",22.0,,,0.0,https://cosmetique.tn/gloss-a-levres/4219-instyle-extreme-matte-lip-paint-pt206-002-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19143-thickbox_default/instyle-extreme-matte-lip-paint-pt206-002-topface.jpg,"Couleur intense ultra longue tenue - Contient de la Vitamine E et de l’huile de Macadamia
Ne tiraille pas les lèvres
Grâce à ce Lipstick Mat à la texture fluide, vous profiterez d’une couleur 100% mate et opaque garantie sans transfert.
Sa formule à la pigmentation intense contient en prime des actifs nourrissants (vitamine E et extraits de noix de...",Standard,2025-11-24
,Color revelation nail enamel pt-105-097- topface,Topface,8681217249776,"4,200 TND",4.2,,,0.0,https://cosmetique.tn/vernis-a-ongles/3872-color-revelation-nail-enamel-pt-105-097-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/8793-thickbox_default/color-revelation-nail-enamel-pt-105-097-topface.jpg,"Le vernis à ongles de TopFace est présenté dans une variante de base. Il fixera parfaitement votre manucure et donnera une belle brillance lisse. Absolument sans danger pour la santé, ne sèche pas excessivement la plaque à ongles. La brosse large pratique, autant que possible confortablement, aidera à mettre un vernis sur un ongle en une seule couche....",Standard,2025-11-24
,Color revelation nail enamel pt-105-008- topface,Topface,8681217236899,"4,200 TND",4.2,,,0.0,https://cosmetique.tn/vernis-a-ongles/3488-color-revelation-nail-enamel-pt-105-008-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/9511-thickbox_default/color-revelation-nail-enamel-pt-105-008-topface.jpg,"Le vernis à ongles de TopFace est présenté dans une variante de base. Il fixera parfaitement votre manucure et donnera une belle brillance lisse. Absolument sans danger pour la santé, ne sèche pas excessivement la plaque à ongles. La brosse large pratique, autant que possible confortablement, aidera à mettre un vernis sur un ongle en une seule couche....",Standard,2025-11-24
,Topface Focus point perfect gleam lipgloss pt207- 107,Topface,8681217234741,"21,500 TND",21.5,,,0.0,https://cosmetique.tn/gloss-a-levres/3160-topface-focus-point-perfect-gleam-lipgloss-107.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7484-thickbox_default/topface-focus-point-perfect-gleam-lipgloss-107.jpg,"TOPPFACE FOCUS POINT PERFECT GLEAM GLOSS
Perfect Gleam Gloss est un brillant à lèvres enrichi de pigments de couleur brillante pour créer des lèvres brillantes. Son applicateur spécial permet de modeler et d'ajouter de la dimension aux lèvres sans laisser de collant. Il contient un mélange d'huile pure de haute qualité, d'huile de macadamia et d'extraits...",Standard,2025-11-24
,Focus point perfect gleam lipgloss pt207-108 - topface,Topface,8681217234758,"21,500 TND",21.5,,,0.0,https://cosmetique.tn/gloss-a-levres/3155-topface-focus-point-perfect-gleam-lipgloss-108.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/7475-thickbox_default/topface-focus-point-perfect-gleam-lipgloss-108.jpg,"TOPPFACE FOCUS POINT PERFECT GLEAM GLOSS
Perfect Gleam Gloss est un brillant à lèvres enrichi de pigments de couleur brillante pour créer des lèvres brillantes. Son applicateur spécial permet de modeler et d'ajouter de la dimension aux lèvres sans laisser de collant. Il contient un mélange d'huile pure de haute qualité, d'huile de macadamia et d'extraits...",Standard,2025-11-24
,"Topface Concealer Sensitive Mineral 3 in 1 Concealer, N002",Topface,8681217247505,"30,700 TND",30.7,,,0.0,https://cosmetique.tn/correcteur-et-anti-cernes/2430-concealer-3-in1-contour-foundation-vitamin-prebiotic-complex-pt471-n002-rose-beige-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/6085-thickbox_default/concealer-3-in1-contour-foundation-vitamin-prebiotic-complex-pt471-n002-rose-beige-topface.jpg,"Fond de teint, correcteur et traceur visage 3 en 1 Sensitive Mineral de Top Face :
Base de maquillage multi-usages Sensitive Mineral 3-en-1, anti-cernes et doublure pour le visage en un seul produit pour créer un maquillage impeccable et professionnel.
Dispose d'une couverture moyenne à construire et d'une construction en couches qui aide à uniformiser...",Standard,2025-11-24
,Primer mineral sensitive pt567 n°001 smooth protect-topface,Topface,8681217248557,"29,300 TND",29.3,,,0.0,https://cosmetique.tn/primer/2426-primer-mineral-sensitive-pt567-n001-smooth-protect-topface-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/6078-thickbox_default/primer-mineral-sensitive-pt567-n001-smooth-protect-topface-.jpg,"Une base crémeuse délicate adaptée à différents tons de peau, car elle hydrate et lui donne une texture douce.
Aide à uniformiser le teint et à réduire les rougeurs pour un maquillage longue tenue.
Avec une formule riche en vitamines, minéraux, beurre de karité et prébiotiques pour garder la peau hydratée.
Convient aux peaux sèches et sensibles.",Standard,2025-11-24
,Instyle creamy lipstick n°16 coral island pt156-topface,Topface,8681217236462,"20,800 TND",20.8,,,0.0,https://cosmetique.tn/rouges-a-levres/2425-instyle-creamy-lipstick-n16-coral-island-pt156-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/6077-thickbox_default/instyle-creamy-lipstick-n16-coral-island-pt156-topface.jpg,"Principales caractéristiques:

Il offre un fini satiné et soyeux grâce à l'huile de Moringa, qui hydrate les lèvres et aide à leur apporter de la douceur.
Il donne à vos lèvres un aspect naturel et brillant sans s'installer dans les ridules et laisser une sensation collante.
Convient pour le maquillage de jour et de nuit
Choose Topface Instyle Creamy...",Standard,2025-11-24
,Focus point volume mascara noir 12 ml pt311 -topface,Topface,8681217228214,"23,000 TND",23.0,,,0.0,https://cosmetique.tn/les-mascaras/2408-focus-point-volume-mascara-noir-12ml-pt311-topface-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/6042-thickbox_default/focus-point-volume-mascara-noir-12ml-pt311-topface-.jpg,"18
Laissez vos yeux parler d'eux-mêmes pendant que vous les accentuez avec ceci
Il est livré avec une brosse spéciale en fibre de forme conique qui offre de la longueur et un volume spectaculaire à vos cils
L'emballage compact et élégant en fait un incontournable dans votre collection de maquillage",Standard,2025-11-24
,Instyle extreme matte lip paint pt206-013 -topface,Topface,8681217229648,"22,000 TND",22.0,,,0.0,https://cosmetique.tn/gloss-a-levres/2401-instyle-extreme-matte-lip-paint-pt206-013-topface.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/19145-thickbox_default/instyle-extreme-matte-lip-paint-pt206-013-topface.jpg,"Couleur intense ultra longue tenue - Contient de la Vitamine E et de l’huile de Macadamia
Ne tiraille pas les lèvres
Grâce à ce Lipstick Mat à la texture fluide, vous profiterez d’une couleur 100% mate et opaque garantie sans transfert.
Sa formule à la pigmentation intense contient en prime des actifs nourrissants (vitamine E et extraits de noix de...",Standard,2025-11-24
,Topface Instyle Mat PT155 006 – Rouge à lèvres mat Rose mariée poudré longue tenue,Topface,8681217236042,"20,800 TND",20.8,,,0.0,https://cosmetique.tn/rouges-a-levres/1994-rouge-a-levre-instyle-mat-topface-006-pt155.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/17006-thickbox_default/rouge-a-levre-instyle-mat-topface-006-pt155.jpg,"Une texture soyeuse qui fond sur les lèvres, offrant une couleur Rose mariée poudré délicate et un fini mat velouté. Formulé avec de l’huile de coco, il hydrate et protège tout en assurant une tenue élégante du matin jusqu’au soir.",Standard,2025-11-24
,Sheglam Mascara lashlighter 8ml,Sheglam,6977475915839,"35,000 TND",35.0,,,0.0,https://cosmetique.tn/les-mascaras/9672-sheglam-mascara-lashlighter-8ml-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22434-thickbox_default/sheglam-mascara-lashlighter-8ml-.jpg,"Sublime ton regard en un seul geste Allonge, sépare et illumine chaque cil pour un effet naturel et éclatant
Regard intense, cils lumineux, confiance assurée !",Standard,2025-11-24
,Botanika Blur Lissant 50ml,BOTANIKA,6111260260555,"45,000 TND",45.0,,,0.0,https://cosmetique.tn/primer/9642-botanika-blur-lissant-50ml-.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22389-thickbox_default/botanika-blur-lissant-50ml-.jpg,"Le blur lissant de la gamme BOTANIKA MARRAKECH vous offre une nouvelle étape dans votre rituel beauté, il est le premier soin lissant perfecteur de peau instantané aux actifs naturels.",Standard,2025-11-24
,"Real Techniques The Wanderer Brush Set – 8 pcs midi-format & sac voyage, vegan et...",Real Techniques,079625042658,"89,000 TND",89.0,,,0.0,https://cosmetique.tn/pinceaux/9558-real-techniques-the-wanderer-brush-set-8-pcs-midi-format-sac-voyage-vegan-et-cruelty-free.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22194-thickbox_default/real-techniques-the-wanderer-brush-set-8-pcs-midi-format-sac-voyage-vegan-et-cruelty-free.jpg,"Un kit complet de 8 pinceaux de maquillage au format voyage pour peau, yeux et sourcils, idéal pour les nomades et les passionnés de maquillage. Compatible liquide, crème et poudre.",Standard,2025-11-24
,"Asiteo – 7 paires de faux-cils yeux de chat, effet naturel & volume quotidien",Cosmetique,2504200273281-asiteo,"35,000 TND",35.0,,,0.0,https://cosmetique.tn/faux-cils/9485-asiteo-7-paires-de-faux-cils-yeux-de-chat-effet-naturel-volume-quotidien.html,"data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%20236%20305'%3E%3C/svg%3E",https://cosmetique.tn/22087-thickbox_default/asiteo-7-paires-de-faux-cils-yeux-de-chat-effet-naturel-volume-quotidien.jpg,"Donnez à votre regard un effet « œil de chat » élégant et affirmé avec ce lot de 7 paires de faux-cils Asiteo. Cils synthétiques style vison, ultra-léger, pour un port quotidien confortable et un volume maîtrisé.",Standard,2025-11-24
